game,state_id,format,action,uuid,name,type,obj_stat,gold_stat,prop_key,prop,is_modified,gold_prop
lit-lightbulb,249,1,inventory,5,blue wire (ID: 5),Wire,3,0,is_wire,1,0,0
lit-lightbulb,249,1,inventory,5,blue wire (ID: 5),Wire,3,0,contains,1,0,0
lit-lightbulb,249,1,inventory,6,battery (ID: 6),Battery,3,0,isContainer,1,0,0
lit-lightbulb,249,1,inventory,6,battery (ID: 6),Battery,3,0,isMoveable,1,0,0
lit-lightbulb,249,1,inventory,6,battery (ID: 6),Battery,3,0,is_electrical_object,1,0,0
lit-lightbulb,249,1,inventory,6,battery (ID: 6),Battery,3,0,conductive,1,0,0
lit-lightbulb,249,1,inventory,6,battery (ID: 6),Battery,3,0,connects,1,0,0
lit-lightbulb,249,1,inventory,6,battery (ID: 6),Battery,3,0,contains,1,0,0
lit-lightbulb,44,1,connect,1,room (ID: 1),World,3,1,isContainer,1,0,0
lit-lightbulb,44,1,connect,1,room (ID: 1),World,3,1,isMoveable,1,0,0
lit-lightbulb,44,1,connect,1,room (ID: 1),World,3,1,isOpenable,1,0,0
lit-lightbulb,44,1,connect,1,room (ID: 1),World,3,1,isOpen,1,0,0
lit-lightbulb,44,1,connect,1,room (ID: 1),World,3,1,containerPrefix,1,0,0
lit-lightbulb,44,1,connect,1,room (ID: 1),World,3,1,contains,1,0,0
lit-lightbulb,44,1,connect,0,agent (ID: 0),Agent,3,1,isContainer,1,0,0
lit-lightbulb,44,1,connect,0,agent (ID: 0),Agent,3,1,isMoveable,1,0,0
lit-lightbulb,44,1,connect,0,agent (ID: 0),Agent,3,1,isOpenable,1,0,0
lit-lightbulb,44,1,connect,0,agent (ID: 0),Agent,3,1,isOpen,1,0,0
lit-lightbulb,44,1,connect,0,agent (ID: 0),Agent,3,1,containerPrefix,1,0,0
lit-lightbulb,44,1,connect,0,agent (ID: 0),Agent,3,1,contains,1,0,0
lit-lightbulb,44,1,connect,2,light bulb (ID: 2),LightBulb,1,1,isContainer,1,0,0
lit-lightbulb,44,1,connect,2,light bulb (ID: 2),LightBulb,1,1,isMoveable,1,0,0
lit-lightbulb,44,1,connect,2,light bulb (ID: 2),LightBulb,1,1,is_electrical_object,1,0,0
lit-lightbulb,44,1,connect,2,light bulb (ID: 2),LightBulb,1,1,conductive,1,0,0
lit-lightbulb,44,1,connect,2,light bulb (ID: 2),LightBulb,1,1,connects,0,1,1
lit-lightbulb,44,1,connect,2,light bulb (ID: 2),LightBulb,1,1,on,1,0,0
lit-lightbulb,44,1,connect,2,light bulb (ID: 2),LightBulb,1,1,contains,1,0,0
lit-lightbulb,44,1,connect,3,red wire (ID: 3),Wire,1,1,isContainer,1,0,0
lit-lightbulb,44,1,connect,3,red wire (ID: 3),Wire,1,1,isMoveable,1,0,0
lit-lightbulb,44,1,connect,3,red wire (ID: 3),Wire,1,1,is_electrical_object,1,0,0
lit-lightbulb,44,1,connect,3,red wire (ID: 3),Wire,1,1,conductive,1,0,0
lit-lightbulb,44,1,connect,3,red wire (ID: 3),Wire,1,1,connects,0,1,1
lit-lightbulb,44,1,connect,3,red wire (ID: 3),Wire,1,1,is_wire,1,0,0
lit-lightbulb,44,1,connect,3,red wire (ID: 3),Wire,1,1,contains,1,0,0
lit-lightbulb,44,1,connect,4,black wire (ID: 4),Wire,3,1,isContainer,1,0,0
lit-lightbulb,44,1,connect,4,black wire (ID: 4),Wire,3,1,isMoveable,1,0,0
lit-lightbulb,44,1,connect,4,black wire (ID: 4),Wire,3,1,is_electrical_object,1,0,0
lit-lightbulb,44,1,connect,4,black wire (ID: 4),Wire,3,1,conductive,1,0,0
lit-lightbulb,44,1,connect,4,black wire (ID: 4),Wire,3,1,connects,1,0,0
lit-lightbulb,44,1,connect,4,black wire (ID: 4),Wire,3,1,is_wire,1,0,0
lit-lightbulb,44,1,connect,4,black wire (ID: 4),Wire,3,1,contains,1,0,0
lit-lightbulb,44,1,connect,5,blue wire (ID: 5),Wire,3,1,isContainer,1,0,0
lit-lightbulb,44,1,connect,5,blue wire (ID: 5),Wire,3,1,isMoveable,1,0,0
lit-lightbulb,44,1,connect,5,blue wire (ID: 5),Wire,3,1,is_electrical_object,1,0,0
lit-lightbulb,44,1,connect,5,blue wire (ID: 5),Wire,3,1,conductive,1,0,0
lit-lightbulb,44,1,connect,5,blue wire (ID: 5),Wire,3,1,connects,1,0,0
lit-lightbulb,44,1,connect,5,blue wire (ID: 5),Wire,3,1,is_wire,1,0,0
lit-lightbulb,44,1,connect,5,blue wire (ID: 5),Wire,3,1,contains,1,0,0
lit-lightbulb,44,1,connect,6,battery (ID: 6),Battery,3,1,isContainer,1,0,0
lit-lightbulb,44,1,connect,6,battery (ID: 6),Battery,3,1,isMoveable,1,0,0
lit-lightbulb,44,1,connect,6,battery (ID: 6),Battery,3,1,is_electrical_object,1,0,0
lit-lightbulb,44,1,connect,6,battery (ID: 6),Battery,3,1,conductive,1,0,0
lit-lightbulb,44,1,connect,6,battery (ID: 6),Battery,3,1,connects,1,0,0
lit-lightbulb,44,1,connect,6,battery (ID: 6),Battery,3,1,contains,1,0,0
lit-lightbulb,108,1,connect,1,room (ID: 1),World,3,0,isContainer,1,0,0
lit-lightbulb,108,1,connect,1,room (ID: 1),World,3,0,isMoveable,1,0,0
lit-lightbulb,108,1,connect,1,room (ID: 1),World,3,0,isOpenable,1,0,0
lit-lightbulb,108,1,connect,1,room (ID: 1),World,3,0,isOpen,1,0,0
lit-lightbulb,108,1,connect,1,room (ID: 1),World,3,0,containerPrefix,1,0,0
lit-lightbulb,108,1,connect,1,room (ID: 1),World,3,0,contains,1,0,0
lit-lightbulb,108,1,connect,0,agent (ID: 0),Agent,3,0,isContainer,1,0,0
lit-lightbulb,108,1,connect,0,agent (ID: 0),Agent,3,0,isMoveable,1,0,0
lit-lightbulb,108,1,connect,0,agent (ID: 0),Agent,3,0,isOpenable,1,0,0
lit-lightbulb,108,1,connect,0,agent (ID: 0),Agent,3,0,isOpen,1,0,0
lit-lightbulb,108,1,connect,0,agent (ID: 0),Agent,3,0,containerPrefix,1,0,0
lit-lightbulb,108,1,connect,0,agent (ID: 0),Agent,3,0,contains,1,0,0
lit-lightbulb,108,1,connect,2,light bulb (ID: 2),LightBulb,1,0,isContainer,1,0,0
lit-lightbulb,108,1,connect,2,light bulb (ID: 2),LightBulb,1,0,isMoveable,1,0,0
lit-lightbulb,108,1,connect,2,light bulb (ID: 2),LightBulb,1,0,is_electrical_object,1,0,0
lit-lightbulb,108,1,connect,2,light bulb (ID: 2),LightBulb,1,0,conductive,1,0,0
lit-lightbulb,108,1,connect,2,light bulb (ID: 2),LightBulb,1,0,connects,0,1,0
lit-lightbulb,108,1,connect,2,light bulb (ID: 2),LightBulb,1,0,on,0,1,0
lit-lightbulb,108,1,connect,2,light bulb (ID: 2),LightBulb,1,0,contains,1,0,0
lit-lightbulb,108,1,connect,3,red wire (ID: 3),Wire,3,0,isContainer,1,0,0
lit-lightbulb,108,1,connect,3,red wire (ID: 3),Wire,3,0,isMoveable,1,0,0
lit-lightbulb,108,1,connect,3,red wire (ID: 3),Wire,3,0,is_electrical_object,1,0,0
lit-lightbulb,108,1,connect,3,red wire (ID: 3),Wire,3,0,conductive,1,0,0
lit-lightbulb,108,1,connect,3,red wire (ID: 3),Wire,3,0,connects,1,0,0
lit-lightbulb,108,1,connect,3,red wire (ID: 3),Wire,3,0,is_wire,1,0,0
lit-lightbulb,108,1,connect,3,red wire (ID: 3),Wire,3,0,contains,1,0,0
lit-lightbulb,108,1,connect,4,black wire (ID: 4),Wire,3,0,isContainer,1,0,0
lit-lightbulb,108,1,connect,4,black wire (ID: 4),Wire,3,0,isMoveable,1,0,0
lit-lightbulb,108,1,connect,4,black wire (ID: 4),Wire,3,0,is_electrical_object,1,0,0
lit-lightbulb,108,1,connect,4,black wire (ID: 4),Wire,3,0,conductive,1,0,0
lit-lightbulb,108,1,connect,4,black wire (ID: 4),Wire,3,0,connects,1,0,0
lit-lightbulb,108,1,connect,4,black wire (ID: 4),Wire,3,0,is_wire,1,0,0
lit-lightbulb,108,1,connect,4,black wire (ID: 4),Wire,3,0,contains,1,0,0
lit-lightbulb,108,1,connect,5,blue wire (ID: 5),Wire,3,0,isContainer,1,0,0
lit-lightbulb,108,1,connect,5,blue wire (ID: 5),Wire,3,0,isMoveable,1,0,0
lit-lightbulb,108,1,connect,5,blue wire (ID: 5),Wire,3,0,is_electrical_object,1,0,0
lit-lightbulb,108,1,connect,5,blue wire (ID: 5),Wire,3,0,conductive,1,0,0
lit-lightbulb,108,1,connect,5,blue wire (ID: 5),Wire,3,0,connects,1,0,0
lit-lightbulb,108,1,connect,5,blue wire (ID: 5),Wire,3,0,is_wire,1,0,0
lit-lightbulb,108,1,connect,5,blue wire (ID: 5),Wire,3,0,contains,1,0,0
lit-lightbulb,108,1,connect,6,battery (ID: 6),Battery,1,0,isContainer,1,0,0
lit-lightbulb,108,1,connect,6,battery (ID: 6),Battery,1,0,isMoveable,1,0,0
lit-lightbulb,108,1,connect,6,battery (ID: 6),Battery,1,0,is_electrical_object,1,0,0
lit-lightbulb,108,1,connect,6,battery (ID: 6),Battery,1,0,conductive,1,0,0
lit-lightbulb,108,1,connect,6,battery (ID: 6),Battery,1,0,connects,0,1,0
lit-lightbulb,108,1,connect,6,battery (ID: 6),Battery,1,0,contains,1,0,0
lit-lightbulb,305,1,connect,1,room (ID: 1),World,3,0,isContainer,1,0,0
lit-lightbulb,305,1,connect,1,room (ID: 1),World,3,0,isMoveable,1,0,0
lit-lightbulb,305,1,connect,1,room (ID: 1),World,3,0,isOpenable,1,0,0
lit-lightbulb,305,1,connect,1,room (ID: 1),World,3,0,isOpen,1,0,0
lit-lightbulb,305,1,connect,1,room (ID: 1),World,3,0,containerPrefix,1,0,0
lit-lightbulb,305,1,connect,1,room (ID: 1),World,3,0,contains,1,0,0
lit-lightbulb,305,1,connect,0,agent (ID: 0),Agent,3,0,isContainer,1,0,0
lit-lightbulb,305,1,connect,0,agent (ID: 0),Agent,3,0,isMoveable,1,0,0
lit-lightbulb,305,1,connect,0,agent (ID: 0),Agent,3,0,isOpenable,1,0,0
lit-lightbulb,305,1,connect,0,agent (ID: 0),Agent,3,0,isOpen,1,0,0
lit-lightbulb,305,1,connect,0,agent (ID: 0),Agent,3,0,containerPrefix,1,0,0
lit-lightbulb,305,1,connect,0,agent (ID: 0),Agent,3,0,contains,1,0,0
lit-lightbulb,305,1,connect,2,light bulb (ID: 2),LightBulb,3,0,isContainer,1,0,0
lit-lightbulb,305,1,connect,2,light bulb (ID: 2),LightBulb,3,0,isMoveable,1,0,0
lit-lightbulb,305,1,connect,2,light bulb (ID: 2),LightBulb,3,0,is_electrical_object,1,0,0
lit-lightbulb,305,1,connect,2,light bulb (ID: 2),LightBulb,3,0,conductive,1,0,0
lit-lightbulb,305,1,connect,2,light bulb (ID: 2),LightBulb,3,0,connects,1,0,0
lit-lightbulb,305,1,connect,2,light bulb (ID: 2),LightBulb,3,0,on,1,0,0
lit-lightbulb,305,1,connect,2,light bulb (ID: 2),LightBulb,3,0,contains,1,0,0
lit-lightbulb,305,1,connect,3,red wire (ID: 3),Wire,3,0,isContainer,1,0,0
lit-lightbulb,305,1,connect,3,red wire (ID: 3),Wire,3,0,isMoveable,1,0,0
lit-lightbulb,305,1,connect,3,red wire (ID: 3),Wire,3,0,is_electrical_object,1,0,0
lit-lightbulb,305,1,connect,3,red wire (ID: 3),Wire,3,0,conductive,1,0,0
lit-lightbulb,305,1,connect,3,red wire (ID: 3),Wire,3,0,connects,1,0,0
lit-lightbulb,305,1,connect,3,red wire (ID: 3),Wire,3,0,is_wire,1,0,0
lit-lightbulb,305,1,connect,3,red wire (ID: 3),Wire,3,0,contains,1,0,0
lit-lightbulb,305,1,connect,4,black wire (ID: 4),Wire,3,0,isContainer,1,0,0
lit-lightbulb,305,1,connect,4,black wire (ID: 4),Wire,3,0,isMoveable,1,0,0
lit-lightbulb,305,1,connect,4,black wire (ID: 4),Wire,3,0,is_electrical_object,1,0,0
lit-lightbulb,305,1,connect,4,black wire (ID: 4),Wire,3,0,conductive,1,0,0
lit-lightbulb,305,1,connect,4,black wire (ID: 4),Wire,3,0,connects,1,0,0
lit-lightbulb,305,1,connect,4,black wire (ID: 4),Wire,3,0,is_wire,1,0,0
lit-lightbulb,305,1,connect,4,black wire (ID: 4),Wire,3,0,contains,1,0,0
lit-lightbulb,305,1,connect,5,blue wire (ID: 5),Wire,3,0,isContainer,1,0,0
lit-lightbulb,305,1,connect,5,blue wire (ID: 5),Wire,3,0,isMoveable,1,0,0
lit-lightbulb,305,1,connect,5,blue wire (ID: 5),Wire,3,0,is_electrical_object,1,0,0
lit-lightbulb,305,1,connect,5,blue wire (ID: 5),Wire,3,0,conductive,1,0,0
lit-lightbulb,305,1,connect,5,blue wire (ID: 5),Wire,3,0,connects,1,0,0
lit-lightbulb,305,1,connect,5,blue wire (ID: 5),Wire,3,0,is_wire,1,0,0
lit-lightbulb,305,1,connect,5,blue wire (ID: 5),Wire,3,0,contains,1,0,0
lit-lightbulb,305,1,connect,6,battery (ID: 6),Battery,3,0,isContainer,1,0,0
lit-lightbulb,305,1,connect,6,battery (ID: 6),Battery,3,0,isMoveable,1,0,0
lit-lightbulb,305,1,connect,6,battery (ID: 6),Battery,3,0,is_electrical_object,1,0,0
lit-lightbulb,305,1,connect,6,battery (ID: 6),Battery,3,0,conductive,1,0,0
lit-lightbulb,305,1,connect,6,battery (ID: 6),Battery,3,0,connects,1,0,0
lit-lightbulb,305,1,connect,6,battery (ID: 6),Battery,3,0,contains,1,0,0
lit-lightbulb,183,1,connect,1,room (ID: 1),World,3,0,isContainer,1,0,0
lit-lightbulb,183,1,connect,1,room (ID: 1),World,3,0,isMoveable,1,0,0
lit-lightbulb,183,1,connect,1,room (ID: 1),World,3,0,isOpenable,1,0,0
lit-lightbulb,183,1,connect,1,room (ID: 1),World,3,0,isOpen,1,0,0
lit-lightbulb,183,1,connect,1,room (ID: 1),World,3,0,containerPrefix,1,0,0
lit-lightbulb,183,1,connect,1,room (ID: 1),World,3,0,contains,1,0,0
lit-lightbulb,183,1,connect,0,agent (ID: 0),Agent,3,0,isContainer,1,0,0
lit-lightbulb,183,1,connect,0,agent (ID: 0),Agent,3,0,isMoveable,1,0,0
lit-lightbulb,183,1,connect,0,agent (ID: 0),Agent,3,0,isOpenable,1,0,0
lit-lightbulb,183,1,connect,0,agent (ID: 0),Agent,3,0,isOpen,1,0,0
lit-lightbulb,183,1,connect,0,agent (ID: 0),Agent,3,0,containerPrefix,1,0,0
lit-lightbulb,183,1,connect,0,agent (ID: 0),Agent,3,0,contains,1,0,0
lit-lightbulb,183,1,connect,2,light bulb (ID: 2),LightBulb,1,0,isContainer,1,0,0
lit-lightbulb,183,1,connect,2,light bulb (ID: 2),LightBulb,1,0,isMoveable,1,0,0
lit-lightbulb,183,1,connect,2,light bulb (ID: 2),LightBulb,1,0,is_electrical_object,1,0,0
lit-lightbulb,183,1,connect,2,light bulb (ID: 2),LightBulb,1,0,conductive,1,0,0
lit-lightbulb,183,1,connect,2,light bulb (ID: 2),LightBulb,1,0,connects,0,1,0
lit-lightbulb,183,1,connect,2,light bulb (ID: 2),LightBulb,1,0,on,0,1,0
lit-lightbulb,183,1,connect,2,light bulb (ID: 2),LightBulb,1,0,contains,1,0,0
lit-lightbulb,183,1,connect,3,red wire (ID: 3),Wire,3,0,isContainer,1,0,0
lit-lightbulb,183,1,connect,3,red wire (ID: 3),Wire,3,0,isMoveable,1,0,0
lit-lightbulb,183,1,connect,3,red wire (ID: 3),Wire,3,0,is_electrical_object,1,0,0
lit-lightbulb,183,1,connect,3,red wire (ID: 3),Wire,3,0,conductive,1,0,0
lit-lightbulb,183,1,connect,3,red wire (ID: 3),Wire,3,0,connects,1,0,0
lit-lightbulb,183,1,connect,3,red wire (ID: 3),Wire,3,0,is_wire,1,0,0
lit-lightbulb,183,1,connect,3,red wire (ID: 3),Wire,3,0,contains,1,0,0
lit-lightbulb,183,1,connect,4,black wire (ID: 4),Wire,3,0,isContainer,1,0,0
lit-lightbulb,183,1,connect,4,black wire (ID: 4),Wire,3,0,isMoveable,1,0,0
lit-lightbulb,183,1,connect,4,black wire (ID: 4),Wire,3,0,is_electrical_object,1,0,0
lit-lightbulb,183,1,connect,4,black wire (ID: 4),Wire,3,0,conductive,1,0,0
lit-lightbulb,183,1,connect,4,black wire (ID: 4),Wire,3,0,connects,1,0,0
lit-lightbulb,183,1,connect,4,black wire (ID: 4),Wire,3,0,is_wire,1,0,0
lit-lightbulb,183,1,connect,4,black wire (ID: 4),Wire,3,0,contains,1,0,0
lit-lightbulb,183,1,connect,5,blue wire (ID: 5),Wire,3,0,isContainer,1,0,0
lit-lightbulb,183,1,connect,5,blue wire (ID: 5),Wire,3,0,isMoveable,1,0,0
lit-lightbulb,183,1,connect,5,blue wire (ID: 5),Wire,3,0,is_electrical_object,1,0,0
lit-lightbulb,183,1,connect,5,blue wire (ID: 5),Wire,3,0,conductive,1,0,0
lit-lightbulb,183,1,connect,5,blue wire (ID: 5),Wire,3,0,connects,1,0,0
lit-lightbulb,183,1,connect,5,blue wire (ID: 5),Wire,3,0,is_wire,1,0,0
lit-lightbulb,183,1,connect,5,blue wire (ID: 5),Wire,3,0,contains,1,0,0
lit-lightbulb,183,1,connect,6,battery (ID: 6),Battery,1,0,isContainer,1,0,0
lit-lightbulb,183,1,connect,6,battery (ID: 6),Battery,1,0,isMoveable,1,0,0
lit-lightbulb,183,1,connect,6,battery (ID: 6),Battery,1,0,is_electrical_object,1,0,0
lit-lightbulb,183,1,connect,6,battery (ID: 6),Battery,1,0,conductive,1,0,0
lit-lightbulb,183,1,connect,6,battery (ID: 6),Battery,1,0,connects,0,1,0
lit-lightbulb,183,1,connect,6,battery (ID: 6),Battery,1,0,contains,1,0,0
lit-lightbulb,372,1,look,1,room (ID: 1),World,3,0,isContainer,1,0,0
lit-lightbulb,372,1,look,1,room (ID: 1),World,3,0,isMoveable,1,0,0
lit-lightbulb,372,1,look,1,room (ID: 1),World,3,0,isOpenable,1,0,0
lit-lightbulb,372,1,look,1,room (ID: 1),World,3,0,isOpen,1,0,0
lit-lightbulb,372,1,look,1,room (ID: 1),World,3,0,containerPrefix,1,0,0
lit-lightbulb,372,1,look,1,room (ID: 1),World,3,0,contains,1,0,0
lit-lightbulb,372,1,look,0,agent (ID: 0),Agent,3,0,isContainer,1,0,0
lit-lightbulb,372,1,look,0,agent (ID: 0),Agent,3,0,isMoveable,1,0,0
lit-lightbulb,372,1,look,0,agent (ID: 0),Agent,3,0,isOpenable,1,0,0
lit-lightbulb,372,1,look,0,agent (ID: 0),Agent,3,0,isOpen,1,0,0
lit-lightbulb,372,1,look,0,agent (ID: 0),Agent,3,0,containerPrefix,1,0,0
lit-lightbulb,372,1,look,0,agent (ID: 0),Agent,3,0,contains,1,0,0
lit-lightbulb,372,1,look,2,light bulb (ID: 2),LightBulb,3,0,isContainer,1,0,0
lit-lightbulb,372,1,look,2,light bulb (ID: 2),LightBulb,3,0,isMoveable,1,0,0
lit-lightbulb,372,1,look,2,light bulb (ID: 2),LightBulb,3,0,is_electrical_object,1,0,0
lit-lightbulb,372,1,look,2,light bulb (ID: 2),LightBulb,3,0,conductive,1,0,0
lit-lightbulb,372,1,look,2,light bulb (ID: 2),LightBulb,3,0,connects,1,0,0
lit-lightbulb,372,1,look,2,light bulb (ID: 2),LightBulb,3,0,on,1,0,0
lit-lightbulb,372,1,look,2,light bulb (ID: 2),LightBulb,3,0,contains,1,0,0
lit-lightbulb,372,1,look,3,red wire (ID: 3),Wire,3,0,isContainer,1,0,0
lit-lightbulb,372,1,look,3,red wire (ID: 3),Wire,3,0,isMoveable,1,0,0
